id;user_id;date;subtotal;discount;total;status;payment_type;shipping_cost;shipping_service;address_city;address_state;utm_source_medium;device_type
147679;216664;14/02/2016 18:46;344.7;0;344.7;CANCELLED;BOLETO;9.9;Loggi Express;São Paulo;SP;google / cpc;MobileWeb
147680;16433850;14/02/2016 18:47;139.9;0;149.02;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Rio de Janeiro;RJ; / (not set);MobileWeb
147681;16356148;14/02/2016 18:53;159.9;0;181.25;CANCELLED;BOLETO;21.35;Correios eSedex;Fortaleza;CE;stealthelook.com.br / referral;iOS
147682;16433854;14/02/2016 18:58;89.7;0;98.82;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Rio de Janeiro;RJ;stealthelook.com.br / referral;MobileWeb
147683;16433853;14/02/2016 19:04;214.8;0;214.8;DELIVERED;BOLETO;8.58;Correios eSedex;Santos;SP;google / cpc;MobileWeb
147687;16432385;14/02/2016 19:14;94.8;0;107.74;CANCELLED;BOLETO;12.94;Correios PAC;Almirante Tamandaré;PR;zanox / deeplink;MobileWeb
147688;13203030;14/02/2016 19:16;964;0;964;DELIVERED;CREDIT CARD;9.05;Carriers;Osasco;SP;google / organic;MobileWeb
147689;16433862;14/02/2016 19:22;179.8;0;179.8;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Rio de Janeiro;RJ;zanox / deeplink;MobileWeb
147690;3775865;14/02/2016 19:24;109.9;0;119.02;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Rio de Janeiro;RJ;google / organic;MobileWeb
147691;16353285;14/02/2016 19:26;79.9;0;89.02;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Belo Horizonte;MG;google / organic;MobileWeb
147692;162403;14/02/2016 19:28;109.9;0;116.06;DELIVERED;CREDITS;6.16;Carriers;São Paulo;SP;google / cpc;MobileWeb
147693;16423312;14/02/2016 19:31;109.9;0;124.26;CANCELLED;BOLETO;14.36;Correios PAC;Brasília;DF;google / cpc;iOS
147694;16433863;14/02/2016 19:36;104.9;0;104.9;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;google / organic;MobileWeb
147699;76607;14/02/2016 19:49;883.7;0;883.7;DELIVERED;CREDIT CARD;9.01;Correios eSedex;Cajamar;SP;google / organic;MobileWeb
147702;16366561;14/02/2016 19:52;129.9;0;144.62;DELIVERED;BOLETO;14.72;Correios PAC;Panambi;RS;google / cpc;MobileWeb
147704;16374156;14/02/2016 19:53;54.9;50;20.29;DELIVERED;BOLETO;15.39;Correios PAC;Porto Alegre;RS;(direct) / (none);MobileWeb
147705;16390639;14/02/2016 19:54;104.9;0;104.9;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;(direct) / (none);MobileWeb
147706;16394707;14/02/2016 19:59;149.7;0;155.86;CANCELLED;BOLETO;6.16;Carriers;São Paulo;SP;google / cpc;MobileWeb
147708;16433865;14/02/2016 20:02;64.9;0;74.02;DELIVERED;BOLETO;9.12;Correios eSedex;Belo Horizonte;MG;zanox / deeplink;MobileWeb
147709;16433875;14/02/2016 20:07;159.9;0;169.02;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Belo Horizonte;MG;modait / cpc;iOS
147710;208036;14/02/2016 20:36;334.7;0;358.57;DELIVERED;CREDIT CARD;23.87;Correios eSedex;Brasília;DF;facebook / cpc;MobileWeb
147711;16382008;14/02/2016 20:39;339.6;0;339.6;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;stealthelook.com.br / referral;iOS
147712;16431168;14/02/2016 20:54;69.9;0;79.02;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Rio de Janeiro;RJ;google / organic;MobileWeb
147713;16433888;14/02/2016 20:55;34.8;0;51.31;CANCELLED;BOLETO;16.51;Correios eSedex;Salvador;BA;facebook / cpc;android
147714;16432122;14/02/2016 20:58;299.6;0;299.6;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Florianópolis;SC;facebook.com / referral;MobileWeb
147715;16433540;14/02/2016 21:04;219.8;0;219.8;DELIVERED;CREDIT CARD;23.93;Correios PAC;Macapá;AP;greycediniz.com / referral;iOS
147716;16363392;14/02/2016 21:12;109.9;0;109.9;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;criteo / web;MobileWeb
147717;16390324;14/02/2016 21:18;44.9;0;44.9;CANCELLED;BOLETO;9.9;Loggi Express;São Paulo;SP; / (not set);iOS
147718;16433892;14/02/2016 21:19;199.9;0;213.78;DELIVERED;CREDIT CARD;13.88;Correios eSedex;Campinas;SP;google / organic;MobileWeb
147719;16390324;14/02/2016 21:21;129.9;0;129.9;CANCELLED;BOLETO;9.9;Loggi Express;São Paulo;SP; / (not set);iOS
147720;16390324;14/02/2016 21:22;219.8;0;219.8;CANCELLED;BOLETO;9.9;Loggi Express;São Paulo;SP; / (not set);iOS
147721;200045;14/02/2016 21:24;184.7;0;184.7;DELIVERED;CREDITS;9.9;Loggi Express;São Paulo;SP;(direct) / (none);MobileWeb
147722;115149;14/02/2016 21:28;214.8;0;214.8;DELIVERED;CREDIT CARD;20.04;Correios PAC;Aracaju;SE;criteo / (not set);android
147724;16424230;14/02/2016 21:38;409.7;0;409.7;CANCELLED;CREDIT CARD;14.27;Correios PAC;Ituiutaba;MG;mobile.facebook.com / referral;MobileWeb
147725;16431237;14/02/2016 21:54;69.9;0;77.38;DELIVERED;BOLETO;7.48;Correios eSedex;São Paulo;SP;google / organic;MobileWeb
147726;16390324;14/02/2016 21:54;94.9;0;94.9;CANCELLED;BOLETO;9.9;Loggi Express;São Paulo;SP; / (not set);android
147727;16433901;14/02/2016 21:59;209.8;0;209.8;DELIVERED;CREDIT CARD;22.34;Correios PAC;São Luís;MA;zanox / deeplink;MobileWeb
147728;189958;14/02/2016 22:14;34.9;0;48.22;DELIVERED;BOLETO;13.32;Correios PAC;Francisco Beltrão;PR;yahoo / organic;MobileWeb
147729;227523;14/02/2016 22:25;524.5;0;524.5;DELIVERED;BOLETO;9.9;Loggi Express;São Paulo;SP;facebook / cpc;MobileWeb
147730;286883;14/02/2016 22:46;339.8;0;339.8;DELIVERED;CREDIT CARD;26.33;Correios PAC;Recife;PE;google / organic;MobileWeb
147731;365795;14/02/2016 22:53;159.9;0;169.02;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Rio de Janeiro;RJ;stealthelook.com.br / referral;iOS
147732;16409157;14/02/2016 23:12;179.2;0;179.2;DELIVERED;CREDIT CARD;14.27;Correios PAC;São Gotardo;MG;email / newsletter;MobileWeb
147733;72677;14/02/2016 23:15;469.2;0;469.2;DELIVERED;CREDIT CARD;15.39;Correios PAC;Canoas;RS;email / newsletter;MobileWeb
147736;16350833;14/02/2016 23:22;214.8;0;214.8;DELIVERED;CREDIT CARD;16.51;Correios eSedex;Salvador;BA;(direct) / (none);android
147737;16431855;14/02/2016 23:27;149.9;0;159.02;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Rio de Janeiro;RJ;zanox / deeplink;MobileWeb
147738;16433914;14/02/2016 23:34;74.8;0;84.7;CANCELLED;BOLETO;9.9;Loggi Express;São Paulo;SP;google / organic;MobileWeb
147739;16433912;14/02/2016 23:38;164.8;0;173.92;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Curitiba;PR;facebook / cpc;MobileWeb
147740;16433915;14/02/2016 23:38;19.9;0;28.48;CANCELLED;BOLETO;8.58;Correios eSedex;Sorocaba;SP;facebook / cpc;iOS
147741;182572;15/02/2016 00:14;249.8;0;249.8;DELIVERED;CREDIT CARD;8.58;Correios eSedex;Sorocaba;SP;facebook / cpc;MobileWeb
147743;16386383;15/02/2016 00:22;279.6;0;279.6;DELIVERED;CREDIT CARD;9.01;Correios eSedex;Vargem Grande Paulista;SP;google / cpc;MobileWeb
147744;16433923;15/02/2016 00:25;119.9;0;129.02;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Rio de Janeiro;RJ;google / cpc;MobileWeb
147745;16433924;15/02/2016 00:26;89.9;0;99.02;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Belo Horizonte;MG;(direct) / (none);iOS
147746;16389392;15/02/2016 00:31;259.8;0;259.8;DELIVERED;BOLETO;13.86;Correios PAC;Rio de Janeiro;RJ;email / abandoned-cart;iOS
147747;16379307;15/02/2016 00:35;189.8;0;189.8;DELIVERED;CREDIT CARD;14.36;Correios PAC;Brasília;DF;email / abandoned-cart;MobileWeb
147748;16414034;15/02/2016 00:36;29.9;0;29.9;DELIVERED;BOLETO;16.51;Correios eSedex;Cuiabá;MT;status.intelipost.com.br / referral;iOS
147749;16386383;15/02/2016 01:30;254.7;0;254.7;DELIVERED;CREDIT CARD;9.01;Correios eSedex;Vargem Grande Paulista;SP;google / cpc;MobileWeb
147754;171104;15/02/2016 01:58;39.9;0;46.06;DELIVERED;BOLETO;6.16;Carriers;São Paulo;SP;criteo / fbx;MobileWeb
147756;16433933;15/02/2016 02:14;129.9;0;139.8;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;google / cpc;MobileWeb
147757;44488;15/02/2016 02:20;194.7;0;194.7;DELIVERED;CREDIT CARD;14.7;Correios eSedex;Goiânia;GO;email / newsletter;MobileWeb
147758;16377730;15/02/2016 02:35;179.6;0;179.6;DELIVERED;CREDIT CARD;14.36;Correios PAC;Canoas;RS;google / cpc;MobileWeb
147759;186919;15/02/2016 02:52;669.1;0;669.1;DELIVERED;CREDIT CARD;16.6;Correios PAC;Rio de Janeiro;RJ;zanox / deeplink;MobileWeb
147760;16433928;15/02/2016 02:57;29.9;0;44.26;DELIVERED;CREDIT CARD;14.36;Correios PAC;Brasília;DF;muccashop / web;iOS
147761;16433936;15/02/2016 03:37;34.9;0;44.02;DELIVERED;BOLETO;9.12;Correios eSedex;Nova Lima;MG;google / cpc;MobileWeb
147762;260032;15/02/2016 04:02;39.9;0;49.02;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Rio de Janeiro;RJ;20510 / fbx;MobileWeb
147763;81864;15/02/2016 05:47;99.9;0;114.62;CANCELLED;BOLETO;14.72;Correios PAC;Cachoeiro de Itapemirim;ES;criteo / web;MobileWeb
147764;81864;15/02/2016 06:57;274.7;0;274.7;CANCELLED;BOLETO;15.77;Correios PAC;Cachoeiro de Itapemirim;ES;criteo / fbx;MobileWeb
147765;81864;15/02/2016 07:00;219.8;0;219.8;CANCELLED;BOLETO;14.72;Correios PAC;Cachoeiro de Itapemirim;ES;criteo / fbx;MobileWeb
147766;81864;15/02/2016 07:01;279.8;0;279.8;CANCELLED;BOLETO;14.72;Correios PAC;Cachoeiro de Itapemirim;ES;criteo / fbx;MobileWeb
147767;81864;15/02/2016 07:05;294.8;0;294.8;CANCELLED;BOLETO;17.37;Correios PAC;Cachoeiro de Itapemirim;ES;criteo / fbx;MobileWeb
147768;11579122;15/02/2016 07:48;34.9;0;34.9;DELIVERED;BOLETO;14.36;Correios PAC;Brasília;DF;email / newsletter;MobileWeb
147769;16377241;15/02/2016 07:52;89.9;0;96.06;DELIVERED;CREDIT CARD;6.16;Carriers;São Paulo;SP;(direct) / (none);android
147770;117919;15/02/2016 07:57;44.9;0;44.9;DELIVERED;BOLETO;21.35;Correios eSedex;Macapá;AP;(direct) / (none);iOS
147771;16433940;15/02/2016 08:08;129.9;0;143.22;DELIVERED;BOLETO;13.32;Correios PAC;Poços de Caldas;MG;criteo / web;MobileWeb
147772;16433943;15/02/2016 08:18;109.9;0;120.67;CANCELLED;BOLETO;10.77;Correios PAC;Guarantã;SP;google / organic;MobileWeb
147773;16433946;15/02/2016 08:32;79.9;0;88.48;DELIVERED;CREDIT CARD;8.58;Correios eSedex;São José dos Campos;SP;stylight / cpc;MobileWeb
147774;16422097;15/02/2016 08:33;184.8;0;192.28;DELIVERED;CREDIT CARD;7.48;Correios eSedex;São Paulo;SP;criteo / web;MobileWeb
147775;16433142;15/02/2016 08:34;893.7;0;893.7;DELIVERED;CREDIT CARD;18.5;Correios PAC;Brasília;DF;google / cpc;MobileWeb
147776;100366;15/02/2016 08:35;44.7;0;44.7;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Betim;MG;email / newsletter;android
147777;16356403;15/02/2016 08:35;59.9;0;73.22;CANCELLED;BOLETO;13.32;Correios PAC;Pato Branco;PR;email / newsletter;MobileWeb
147778;279296;15/02/2016 08:55;229.8;0;229.8;DELIVERED;BOLETO;13.86;Correios PAC;Belo Horizonte;MG;20510 / web;MobileWeb
147779;16433953;15/02/2016 08:58;59.9;0;69.95;DELIVERED;BOLETO;10.05;Correios PAC;Mirandópolis;SP;modait / cpc;MobileWeb
147780;16429480;15/02/2016 08:59;64.9;0;71.06;CANCELLED;BOLETO;6.16;Carriers;São Paulo;SP;criteo / fbx;MobileWeb
147781;16433694;15/02/2016 08:59;79.8;0;86.56;CANCELLED;BOLETO;6.76;Carriers;São Paulo;SP;criteo / web;iOS
147783;16414876;15/02/2016 09:00;214.8;0;214.8;DELIVERED;CREDIT CARD;17.48;Correios PAC;Pires Belo;GO;my.parallaxsearch.com / referral;MobileWeb
147784;16423318;15/02/2016 09:15;219.8;0;219.8;DELIVERED;CREDIT CARD;16.95;Correios PAC;Brasília;DF;20510 / mobile;iOS
147785;16421878;15/02/2016 09:15;179.7;0;179.7;DELIVERED;BOLETO;8.58;Correios eSedex;Catanduva;SP;criteo / web;MobileWeb
147786;289101;15/02/2016 09:16;309.4;0;309.4;DELIVERED;CREDIT CARD;14.9;Loggi Super Express;São Paulo;SP;email / abandoned-cart;MobileWeb
147787;253295;15/02/2016 09:19;484.4;0;484.4;DELIVERED;CREDIT CARD;8.18;Carriers;São Caetano do Sul;SP;facebook / cpc;MobileWeb
147788;16394707;15/02/2016 09:19;54.9;0;61.06;CANCELLED;BOLETO;6.16;Carriers;São Paulo;SP;criteo / web;MobileWeb
147789;16356396;15/02/2016 09:20;39.9;0;46.91;DELIVERED;BOLETO;7.01;Carriers;Campinas;SP;20510 / web;MobileWeb
147790;31273;15/02/2016 09:31;99.9;0;106.06;DELIVERED;CREDIT CARD;6.16;Carriers;São Paulo;SP;zanox / deeplink;iOS
147791;16431202;15/02/2016 09:31;444.6;0;444.6;DELIVERED;CREDIT CARD;15.23;Correios PAC;São José;SC;criteo / web;MobileWeb
147792;14989;15/02/2016 09:35;229.8;0;229.8;DELIVERED;CREDIT CARD;14.36;Correios PAC;Brasília;DF;Blog_VanDuarte / POST;MobileWeb
147793;16433952;15/02/2016 09:35;204.5;0;204.5;DELIVERED;CREDIT CARD;7.01;Carriers;Americana;SP;google / organic;MobileWeb
147794;218949;15/02/2016 09:35;119.9;0;134.62;DELIVERED;BOLETO;14.72;Correios PAC;Caxias do Sul;RS;email / newsletter;MobileWeb
147795;114072;15/02/2016 09:36;184.8;0;184.8;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;criteo / (not set);MobileWeb
147796;16429272;15/02/2016 09:39;119.9;0;126.06;CANCELLED;BOLETO;6.16;Carriers;São Paulo;SP;m.facebook.com / referral;iOS
147797;16357056;15/02/2016 09:39;109.9;0;116.06;DELIVERED;CREDIT CARD;6.16;Carriers;São Paulo;SP;criteo / web;MobileWeb
147798;16433962;15/02/2016 09:40;159.9;0;159.9;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;modait / cpc;iOS
147799;16406205;15/02/2016 09:43;119.9;0;133.22;DELIVERED;CREDIT CARD;13.32;Correios PAC;Lavras;MG;email / newsletter;MobileWeb
147800;16414034;15/02/2016 09:43;19.9;0;19.9;CANCELLED;BOLETO;16.51;Correios eSedex;Cuiabá;MT;status.intelipost.com.br / referral;iOS
147801;16383653;15/02/2016 09:50;319.7;0;319.7;CANCELLED;BOLETO;7.32;Carriers;Osasco;SP;email / abandoned-cart;iOS
147802;16377534;15/02/2016 09:53;239.7;0;239.7;DELIVERED;CREDIT CARD;13.86;Correios PAC;São José dos Pinhais;PR;zanox / deeplink;MobileWeb
147803;16353048;15/02/2016 09:57;129.7;0;143.56;DELIVERED;BOLETO;13.86;Correios PAC;Florianópolis;SC;20510 / fbx;MobileWeb
147804;253505;15/02/2016 09:57;499.3;0;499.3;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;email / newsletter;MobileWeb
147805;16432880;15/02/2016 09:59;179.8;0;179.8;DELIVERED;BOLETO;7.01;Carriers;Valinhos;SP;criteo / fbx;MobileWeb
147806;16420255;15/02/2016 10:03;114.8;0;121.81;DELIVERED;CREDIT CARD;7.01;Carriers;Campinas;SP;trk.news.iloveecommerce.com.br / referral;MobileWeb
147807;16429212;15/02/2016 10:11;64.9;0;71.06;CANCELLED;BOLETO;6.16;Carriers;São Paulo;SP;google / cpc;iOS
147808;284868;15/02/2016 10:13;49.9;0;49.9;DELIVERED;BOLETO;8.58;Correios eSedex;Jundiaí;SP;email / newsletter;MobileWeb
147809;258047;15/02/2016 10:14;144.8;0;158.12;DELIVERED;CREDIT CARD;13.32;Correios PAC;Balneário Camboriú;SC;email / newsletter;MobileWeb
147810;12152743;15/02/2016 10:16;204.8;0;204.8;DELIVERED;CREDIT CARD;7.32;Carriers;Taboão da Serra;SP;email / newsletter;MobileWeb
147811;16421491;15/02/2016 10:16;199.3;0;199.3;CANCELLED;BOLETO;9.9;Loggi Express;São Paulo;SP;email / newsletter;android
147812;439129;15/02/2016 10:17;199.6;0;199.6;DELIVERED;CREDIT CARD;20.04;Correios PAC;Cuiabá;MT;criteo / web;MobileWeb
147813;257234;15/02/2016 10:20;84.9;0;98.22;DELIVERED;BOLETO;13.32;Correios PAC;Cianorte;PR;email / newsletter;MobileWeb
147814;585235;15/02/2016 10:25;69.8;0;69.8;DELIVERED;CREDIT CARD;21.35;Correios eSedex;Natal;RN;ilove / cpc;MobileWeb
147815;44332;15/02/2016 10:25;159.9;30;146.21;CANCELLED;BOLETO;16.31;Correios PAC;Iporá;GO;zanox / deeplink;MobileWeb
147816;4072083;15/02/2016 10:26;319.6;0;319.6;DELIVERED;BOLETO;9.9;Loggi Express;São Paulo;SP;email / abandoned-cart;MobileWeb
147817;8530670;15/02/2016 10:31;39.9;0;46.06;DELIVERED;CREDIT CARD;6.16;Carriers;São Paulo;SP;google / cpc;MobileWeb
147818;16433970;15/02/2016 10:31;69.9;0;84.6;DELIVERED;CREDIT CARD;14.7;Correios eSedex;Brasília;DF;(direct) / (none);iOS
147819;92475;15/02/2016 10:37;264.8;0;264.8;DELIVERED;CREDITS;20.04;Correios PAC;Salvador;BA;email / abandoned-cart;MobileWeb
147820;193308;15/02/2016 10:41;234.8;0;249.58;DELIVERED;CREDIT CARD;14.78;Correios eSedex;Belo Horizonte;MG; / (not set);android
147821;16386659;15/02/2016 10:42;284.7;0;284.7;DELIVERED;CREDIT CARD;23.93;Correios PAC;São Luís;MA;email / newsletter;MobileWeb
147822;16433973;15/02/2016 10:43;74.8;0;83.92;DELIVERED;BOLETO;9.12;Correios eSedex;Rio de Janeiro;RJ;google / cpc;MobileWeb
147823;16433980;15/02/2016 10:43;39.9;0;48.48;DELIVERED;CREDIT CARD;8.58;Correios eSedex;São José dos Campos;SP;google / organic;MobileWeb
147824;16379892;15/02/2016 10:48;44.9;0;59.26;DELIVERED;CREDIT CARD;14.36;Correios PAC;Brasília;DF;criteo / web;MobileWeb
147825;16377990;15/02/2016 10:50;44.9;0;54.95;CANCELLED;BOLETO;10.05;Correios PAC;Tupã;SP;email / newsletter;MobileWeb
147826;16431401;15/02/2016 10:53;179.5;0;179.5;DELIVERED;CREDIT CARD;15.68;Correios PAC;Sete Lagoas;MG;google / organic;MobileWeb
147827;16374156;15/02/2016 10:53;59.8;50;24.16;CANCELLED;BOLETO;14.36;Correios PAC;Porto Alegre;RS;(direct) / (none);MobileWeb
147828;140794;15/02/2016 10:56;194.6;0;194.6;CANCELLED;BOLETO;7.48;Correios eSedex;Mogi das Cruzes;SP;email / newsletter;MobileWeb
147829;11579122;15/02/2016 11:00;29.9;0;29.9;DELIVERED;BOLETO;14.36;Correios PAC;Brasília;DF;email / newsletter;MobileWeb
147830;16425103;15/02/2016 11:00;299.6;50;249.6;DELIVERED;CREDIT CARD;14.72;Correios PAC;Santo Antônio da Patrulha;RS;google / cpc;MobileWeb
147831;15603927;15/02/2016 11:02;609.5;0;609.5;DELIVERED;CREDIT CARD;16.6;Correios PAC;Florianópolis;SC;email / newsletter;MobileWeb
147832;7422925;15/02/2016 11:02;104.9;0;114.02;DELIVERED;BOLETO;9.12;Correios eSedex;Rio de Janeiro;RJ;email / newsletter;MobileWeb
147834;16429272;15/02/2016 11:06;259.9;0;259.9;CANCELLED;BOLETO;6.76;Carriers;São Paulo;SP;youtube / organic;iOS
147835;16358736;15/02/2016 11:08;179.8;0;179.8;DELIVERED;CREDIT CARD;14.27;Correios PAC;Cascavel;PR;email / newsletter;MobileWeb
147836;14980321;15/02/2016 11:11;279.8;0;279.8;DELIVERED;CREDIT CARD;20.04;Correios PAC;Salvador;BA;(direct) / (none);iOS
147837;16431915;15/02/2016 11:11;119.7;0;128.28;CANCELLED;BOLETO;8.58;Correios eSedex;Guaratinguetá;SP;20510 / web;MobileWeb
147838;16433209;15/02/2016 11:12;124.9;0;134.02;DELIVERED;CREDIT CARD;9.12;Correios eSedex;Florianópolis;SC;criteo / (not set);MobileWeb
147839;16429272;15/02/2016 11:16;139.9;0;146.06;CANCELLED;BOLETO;6.16;Carriers;São Paulo;SP;facebook / CTA;iOS
147840;16433972;15/02/2016 11:17;514.5;0;514.5;DELIVERED;CREDIT CARD;12.95;Correios PAC;Itapetininga;SP; / (not set);MobileWeb
147841;16358103;15/02/2016 11:19;114.7;0;114.7;DELIVERED;CREDIT CARD;7.48;Correios eSedex;Francisco Morato;SP;email / abandoned-cart;iOS
147842;16374074;15/02/2016 11:21;104.9;0;104.9;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;google / organic;MobileWeb
147843;16400193;15/02/2016 11:22;39.9;0;46.06;DELIVERED;CREDIT CARD;6.16;Carriers;São Paulo;SP;facebook / cpc;MobileWeb
147844;7153490;15/02/2016 11:25;69.9;0;83.22;CANCELLED;BOLETO;13.32;Correios PAC;Campos Gerais;MG;google / organic;MobileWeb
147845;34657;15/02/2016 11:27;154.8;0;164.7;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;criteo / web;MobileWeb
147846;65289;15/02/2016 11:28;214.8;0;214.8;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;(direct) / (none);MobileWeb
147847;16294694;15/02/2016 11:34;139.9;0;154.68;CANCELLED;BOLETO;14.78;Correios eSedex;Curitiba;PR;20510 / mobile;iOS
147848;152333;15/02/2016 11:34;89.9;0;96.06;DELIVERED;BOLETO;6.16;Carriers;São Paulo;SP;email / newsletter;MobileWeb
147849;16432438;15/02/2016 11:36;259.7;30;229.7;DELIVERED;CREDIT CARD;15.77;Correios PAC;Farroupilha;RS;email / abandoned-cart;MobileWeb
147852;16434005;15/02/2016 11:39;229.3;0;229.3;DELIVERED;CREDIT CARD;13.32;Correios PAC;Xanxerê;SC;facebook / cpc;MobileWeb
147856;16434013;15/02/2016 11:50;279.8;0;279.8;DELIVERED;CREDIT CARD;14.27;Correios PAC;Três Rios;RJ;google / cpc;MobileWeb
147857;16434015;15/02/2016 11:51;109.9;0;116.66;DELIVERED;CREDIT CARD;6.76;Carriers;São Paulo;SP;google / cpc;MobileWeb
147858;16371241;15/02/2016 11:51;124.9;0;131.06;DELIVERED;CREDITS;6.16;Carriers;São Paulo;SP;facebook / cpc;MobileWeb
147859;16379123;15/02/2016 11:51;139.9;0;139.9;DELIVERED;CREDIT CARD;10.77;Correios PAC;Sorocaba;SP;email / newsletter;MobileWeb
147860;268553;15/02/2016 11:52;324.6;0;338.48;DELIVERED;CREDIT CARD;13.88;Correios eSedex;Ribeirão Preto;SP;email / newsletter;MobileWeb
147861;16422251;15/02/2016 11:52;139.8;0;156.85;DELIVERED;BOLETO;17.05;Correios PAC;Goiânia;GO;20510 / web;MobileWeb
147862;16387491;15/02/2016 11:54;104.9;0;119.26;DELIVERED;CREDIT CARD;14.36;Correios PAC;Brasília;DF;iloveecommerce / cpc;iOS
147863;10933816;15/02/2016 11:55;109.8;0;118.92;CANCELLED;BOLETO;9.12;Correios eSedex;Rio de Janeiro;RJ;(direct) / (none);MobileWeb
147865;16387290;15/02/2016 11:56;104.9;0;119.26;CANCELLED;BOLETO;14.36;Correios PAC;Novo Hamburgo;RS;criteo / web;MobileWeb
147866;13964675;15/02/2016 11:56;309.7;0;309.7;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;(direct) / (none);MobileWeb
147868;9793;15/02/2016 12:04;49.9;0;58.48;DELIVERED;CREDIT CARD;8.58;Correios eSedex;Praia Grande;SP;facebook / cpc;MobileWeb
147869;185843;15/02/2016 12:11;144.7;0;154.6;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;email / newsletter;MobileWeb
147871;16392070;15/02/2016 12:12;159.7;0;167.18;DELIVERED;CREDIT CARD;7.48;Correios eSedex;Osasco;SP;email / newsletter;MobileWeb
147873;16434027;15/02/2016 12:18;79.8;0;87.28;DELIVERED;CREDIT CARD;7.48;Correios eSedex;São Paulo;SP;iloveecommerce / cpc;MobileWeb
147874;16434028;15/02/2016 12:20;104.9;0;104.9;DELIVERED;BOLETO;9.9;Loggi Express;São Paulo;SP;muccashop / web;iOS
147876;16410352;15/02/2016 12:28;114.8;0;132.28;DELIVERED;CREDIT CARD;17.48;Correios PAC;Anápolis;GO;criteo / web;MobileWeb
147877;5812;15/02/2016 12:29;259.8;0;259.8;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;email / newsletter;iOS
147878;105045;15/02/2016 12:29;89.9;0;99.02;DELIVERED;BOLETO;9.12;Correios eSedex;Rio de Janeiro;RJ;zanox / deeplink;MobileWeb
147879;16434034;15/02/2016 12:39;69.9;0;78.48;DELIVERED;CREDIT CARD;8.58;Correios eSedex;Araçatuba;SP;zanox / deeplink;MobileWeb
147881;16433991;15/02/2016 12:40;404.7;0;404.7;DELIVERED;BOLETO;17.05;Correios PAC;Goiânia;GO;muccashop / web;MobileWeb
147882;294557;15/02/2016 12:41;819.2;0;819.2;DELIVERED;CREDIT CARD;9.05;Carriers;Osasco;SP;google / organic;MobileWeb
147883;194132;15/02/2016 12:51;44.9;0;51.06;CANCELLED;BOLETO;6.16;Carriers;São Paulo;SP;modait / cpc;MobileWeb
147884;16434041;15/02/2016 12:51;129.6;0;150.95;CANCELLED;BOLETO;21.35;Correios eSedex;Fortaleza;CE;iloveecommerce / cpc;MobileWeb
147885;16434042;15/02/2016 12:57;74.8;0;84.7;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;google / organic;MobileWeb
147886;16389388;15/02/2016 13:03;214.8;0;214.8;DELIVERED;CREDIT CARD;9.9;Loggi Express;São Paulo;SP;email / newsletter;MobileWeb
147887;292394;15/02/2016 13:06;179.7;0;179.7;CANCELLED;BOLETO;13.86;Correios PAC;Palhoça;SC;(direct) / (none);MobileWeb
147888;16379749;15/02/2016 13:12;139.9;0;148.48;CANCELLED;BOLETO;8.58;Correios eSedex;Santos;SP;email / newsletter;MobileWeb
147889;10077973;15/02/2016 13:17;39.9;0;46.06;DELIVERED;CREDIT CARD;6.16;Carriers;São Paulo;SP;iloveecommerce / cpc;MobileWeb
147890;16390187;15/02/2016 13:20;104.9;0;118.22;DELIVERED;CREDIT CARD;13.32;Correios PAC;Bandeirantes;PR;email / abandoned-cart;android
147891;16294694;15/02/2016 13:20;139.9;0;139.9;DELIVERED;BOLETO;13.86;Correios PAC;Curitiba;PR;20510 / mobile;iOS
